gene_name,baseMean,log2FoldChange,lfcSE,pvalue,padj,contrast,direction
C17orf98,4.921661588805411,-1.1224380629828925,0.41665565006432864,1.817021230907564e-4,8.244354250488548e-4,LSvsNL,down
NEUROD2,6.512204682175788,-1.5462526860879442,0.4348201149296645,3.5605339711234404e-6,2.4910043436436685e-5,LSvsNL,down
IKZF3,78.76237832377134,1.2584009438694295,0.29121935241421537,2.8553522690696174e-7,2.5522780233108765e-6,LSvsNL,up
CDC6,259.33779245899296,1.2791528693379843,0.21709144157370544,7.804903479403105e-11,1.5364847866920182e-9,LSvsNL,up
CCR7,230.88065628447006,1.8549962559420958,0.43023317868112826,8.847782273633169e-9,1.1153233510560454e-7,LSvsNL,up
TMEM99,1104.098365516183,-1.4496832121374585,0.15895436992869272,1.0143749910378071e-23,1.5770496655536507e-21,LSvsNL,down
KRT39,43.84177399777891,-1.8703120331838878,0.4672321359827461,2.2418377121324e-8,2.5957369817751974e-7,LSvsNL,down
KRT40,58.809725689028255,-1.3616885252130164,0.5308436385848316,4.15229121514709e-5,2.2188653702563327e-4,LSvsNL,down
KRT31,1934.0855857087522,-1.155550421839483,0.332597433105257,3.3797693502024983e-6,2.376420737540914e-5,LSvsNL,down
KRT37,19.66418700221566,2.5863741884995295,0.6851957651733854,1.0768350062696949e-7,1.0786139187249861e-6,LSvsNL,up
KRT36,16.73561581516092,-3.54263621311793,0.8569951739105567,8.386105168311347e-12,1.9657635697368996e-10,LSvsNL,down
KRT13,18.009252111805136,1.4399857788679062,0.5240136032966067,7.918184941203241e-5,3.948239695188787e-4,LSvsNL,up
KRT15,8604.323129297063,-1.4003108619317495,0.2507206833567234,1.4223835481453718e-11,3.186349352310876e-10,LSvsNL,down
MIR6510,1.368120099718067,-1.5316442141570512,0.5766990055738618,4.889875319262588e-4,0.001950160755478765,LSvsNL,down
KRT16,71130.47471916578,5.29530064963301,0.3229541988888662,2.0105500242662306e-79,1.8285952470701368e-75,LSvsNL,up
KRT17,65776.28043511137,2.606460898838852,0.4674295604737819,1.1417675332191726e-14,4.554550752029989e-13,LSvsNL,up
GAST,7.644372738453072,1.0887575423987654,0.3953906684487655,1.4756131450275993e-4,6.871838993356894e-4,LSvsNL,up
SOST,11.858386594545166,5.000543254271735,0.7838065624295241,4.2999475814927595e-15,1.8711972848649114e-13,LSvsNL,up
FZD2,13.858867658497362,1.520553478194437,0.4930032593035353,6.877821338186685e-6,4.4522266954311675e-5,LSvsNL,up
GJC1,50.44037409192532,1.116364489796816,0.2766955749904602,5.19436162810624e-7,4.372301620326354e-6,LSvsNL,up
GFAP,5.149741860254505,1.6720028944081198,0.6054897341261654,2.305849133501573e-5,1.3160776824095894e-4,LSvsNL,up
KIF18B,72.19429428930981,1.2184555265067836,0.19968834211651348,7.256281939997083e-11,1.4441112526099228e-9,LSvsNL,up
RPRML,11.6311885765002,-1.1072986639165814,0.4449246165504668,1.147281353975922e-4,5.51216265948812e-4,LSvsNL,down
THRA1/BTR,3.0876909662940317,1.3293111631856114,1.2528954441420024,0.007765088535433452,0.021291371790704623,LSvsNL,up
HOXB9,2.4391946352673144,2.2702597746279927,1.8588661293876665,0.005125971368124398,0.014952119818181977,LSvsNL,up
GNGT2,15.414300260855251,1.530335012466862,0.3743502906020716,2.8396136218218967e-7,2.5407069247880128e-6,LSvsNL,up
LRRC59,507.4595188384477,1.0971165767516562,0.14887566473867248,5.952646559877481e-15,2.50066145321412e-13,LSvsNL,up
CHAD,74.18008297021217,-2.1745977118761197,0.3248809167203694,7.045899824995579e-16,3.5502747317637e-14,LSvsNL,down
LINC02073,7.25066346232969,1.3730432461624746,0.7152810774524383,4.869873651467162e-4,0.0019443152265186058,LSvsNL,up
ANKFN1,152.07534920026643,-1.0319947899560546,0.22332345205674206,1.4663979864943208e-7,1.4233606923336015e-6,LSvsNL,down
PRR11,250.17275584434284,1.1979308234332307,0.17874740879095652,5.287828441120062e-13,1.5665407059279143e-11,LSvsNL,up
CA4,22.713280109509693,2.2486943091033935,0.4373773696296658,1.4070255182344807e-11,3.159727676133976e-10,LSvsNL,up
PRR29,3.276617297728853,1.4135497885590198,0.44641023018614395,2.337423822450339e-5,1.3306918526170288e-4,LSvsNL,up
PITPNC1,84.28544993560892,1.034759593338553,0.2728506352105906,5.3275914035842536e-6,3.541991506988215e-5,LSvsNL,up
KPNA2,2838.821252120847,1.2871414497259728,0.13248422081489541,5.307390053374011e-24,8.776493188261207e-22,LSvsNL,up
LINC01482,3.269090478784245,1.2752347041570138,0.4338798466194773,1.0352326206094211e-4,5.021568365036098e-4,LSvsNL,up
CD300C,38.747897787809514,1.282730095925768,0.3288359579367629,9.726466596697284e-7,7.63592694837823e-6,LSvsNL,up
UNC13D,175.05907451090673,1.0392684931281853,0.19794122927917682,7.160428137215302e-9,9.18534469788056e-8,LSvsNL,up
GALR2,21.054283989319615,1.1920318062191877,0.3132017007037688,2.731731487901886e-6,1.9593925774816762e-5,LSvsNL,up
ST6GALNAC1,37.09067063588218,1.9373028754695347,0.28872380128795433,2.8118281608810546e-14,1.0567593852567434e-12,LSvsNL,up
MGAT5B,3.9206739170999154,1.2224930850599833,0.6605383675576898,5.038170961608917e-4,0.002001404887348028,LSvsNL,up
TK1,1826.9419211232464,1.030942282951128,0.1119019334981952,1.4819366552257876e-21,1.7504173869192907e-19,LSvsNL,up
BIRC5,1019.050127592493,1.2154989483667258,0.1445582033722583,4.1554864037929404e-19,3.45152044223715e-17,LSvsNL,up
